cycle,point_idx,thickness_nm,temp_c,pressure,gas_flow,rf_power
25,34,1.4873,361.71,48.3,119.97,300.1
25,35,1.5775,361.71,48.3,119.97,300.1
25,36,1.5667,361.71,48.3,119.97,300.1
25,37,1.4739,361.71,48.3,119.97,300.1
25,38,1.5738,361.71,48.3,119.97,300.1
25,39,1.4841,361.71,48.3,119.97,300.1
25,40,1.528,361.71,48.3,119.97,300.1
25,41,1.5191,361.71,48.3,119.97,300.1
25,42,1.5383,361.71,48.3,119.97,300.1
25,43,1.5104,361.71,48.3,119.97,300.1
25,44,1.5048,361.71,48.3,119.97,300.1
25,45,1.4899,361.71,48.3,119.97,300.1
25,46,1.5055,361.71,48.3,119.97,300.1
25,47,1.4959,361.71,48.3,119.97,300.1
25,48,1.4421,361.71,48.3,119.97,300.1
26,0,1.8473,362.59,48.21,119.98,303.2
26,1,1.7833,362.59,48.21,119.98,303.2
26,2,1.788,362.59,48.21,119.98,303.2
26,3,1.8269,362.59,48.21,119.98,303.2
26,4,1.7844,362.59,48.21,119.98,303.2
26,5,1.7142,362.59,48.21,119.98,303.2
26,6,1.8094,362.59,48.21,119.98,303.2
26,7,1.7127,362.59,48.21,119.98,303.2
26,8,1.7154,362.59,48.21,119.98,303.2
26,9,1.7302,362.59,48.21,119.98,303.2
26,10,1.7385,362.59,48.21,119.98,303.2
26,11,1.7862,362.59,48.21,119.98,303.2
26,12,1.759,362.59,48.21,119.98,303.2
26,13,1.7313,362.59,48.21,119.98,303.2
26,14,1.6887,362.59,48.21,119.98,303.2
26,15,1.6743,362.59,48.21,119.98,303.2
26,16,1.7389,362.59,48.21,119.98,303.2
26,17,1.7285,362.59,48.21,119.98,303.2
26,18,1.6647,362.59,48.21,119.98,303.2
26,19,1.6561,362.59,48.21,119.98,303.2
26,20,1.6905,362.59,48.21,119.98,303.2
26,21,1.5892,362.59,48.21,119.98,303.2
26,22,1.6467,362.59,48.21,119.98,303.2
26,23,1.688,362.59,48.21,119.98,303.2
26,24,1.7057,362.59,48.21,119.98,303.2
26,25,1.6513,362.59,48.21,119.98,303.2
26,26,1.6815,362.59,48.21,119.98,303.2
26,27,1.6755,362.59,48.21,119.98,303.2
26,28,1.7037,362.59,48.21,119.98,303.2
26,29,1.6053,362.59,48.21,119.98,303.2
26,30,1.6929,362.59,48.21,119.98,303.2
26,31,1.5194,362.59,48.21,119.98,303.2
26,32,1.463,362.59,48.21,119.98,303.2
26,33,1.5661,362.59,48.21,119.98,303.2
26,34,1.5486,362.59,48.21,119.98,303.2
26,35,1.6417,362.59,48.21,119.98,303.2
26,36,1.6304,362.59,48.21,119.98,303.2
26,37,1.5354,362.59,48.21,119.98,303.2
26,38,1.6395,362.59,48.21,119.98,303.2
26,39,1.5451,362.59,48.21,119.98,303.2
26,40,1.5925,362.59,48.21,119.98,303.2
26,41,1.5815,362.59,48.21,119.98,303.2
26,42,1.6012,362.59,48.21,119.98,303.2
26,43,1.5751,362.59,48.21,119.98,303.2
26,44,1.5674,362.59,48.21,119.98,303.2
26,45,1.5513,362.59,48.21,119.98,303.2
26,46,1.5658,362.59,48.21,119.98,303.2
26,47,1.5587,362.59,48.21,119.98,303.2
26,48,1.4998,362.59,48.21,119.98,303.2
27,0,1.9201,361.63,48.13,119.96,300.2
27,1,1.8539,361.63,48.13,119.96,300.2
27,2,1.8559,361.63,48.13,119.96,300.2
27,3,1.9006,361.63,48.13,119.96,300.2
27,4,1.8548,361.63,48.13,119.96,300.2
27,5,1.7837,361.63,48.13,119.96,300.2
27,6,1.8811,361.63,48.13,119.96,300.2
27,7,1.7784,361.63,48.13,119.96,300.2
27,8,1.7823,361.63,48.13,119.96,300.2
27,9,1.8013,361.63,48.13,119.96,300.2
27,10,1.8082,361.63,48.13,119.96,300.2
27,11,1.8545,361.63,48.13,119.96,300.2
27,12,1.8295,361.63,48.13,119.96,300.2
27,13,1.7989,361.63,48.13,119.96,300.2
27,14,1.7539,361.63,48.13,119.96,300.2
27,15,1.7422,361.63,48.13,119.96,300.2
27,16,1.8081,361.63,48.13,119.96,300.2
27,17,1.7976,361.63,48.13,119.96,300.2
27,18,1.7313,361.63,48.13,119.96,300.2
27,19,1.7239,361.63,48.13,119.96,300.2
27,20,1.7573,361.63,48.13,119.96,300.2
27,21,1.6541,361.63,48.13,119.96,300.2
27,22,1.713,361.63,48.13,119.96,300.2
27,23,1.7519,361.63,48.13,119.96,300.2
27,24,1.7749,361.63,48.13,119.96,300.2
27,25,1.7154,361.63,48.13,119.96,300.2
27,26,1.7486,361.63,48.13,119.96,300.2
27,27,1.7421,361.63,48.13,119.96,300.2
27,28,1.7697,361.63,48.13,119.96,300.2
27,29,1.6688,361.63,48.13,119.96,300.2
27,30,1.7604,361.63,48.13,119.96,300.2
27,31,1.5804,361.63,48.13,119.96,300.2
27,32,1.5205,361.63,48.13,119.96,300.2
27,33,1.6285,361.63,48.13,119.96,300.2
27,34,1.6122,361.63,48.13,119.96,300.2
27,35,1.7077,361.63,48.13,119.96,300.2
27,36,1.6942,361.63,48.13,119.96,300.2
27,37,1.5962,361.63,48.13,119.96,300.2
27,38,1.7043,361.63,48.13,119.96,300.2
27,39,1.6081,361.63,48.13,119.96,300.2
27,40,1.6553,361.63,48.13,119.96,300.2
27,41,1.6422,361.63,48.13,119.96,300.2
27,42,1.6661,361.63,48.13,119.96,300.2
27,43,1.6362,361.63,48.13,119.96,300.2
27,44,1.6282,361.63,48.13,119.96,300.2
27,45,1.6131,361.63,48.13,119.96,300.2
27,46,1.6286,361.63,48.13,119.96,300.2
27,47,1.6184,361.63,48.13,119.96,300.2
27,48,1.5602,361.63,48.13,119.96,300.2
28,0,1.9941,362.03,48.09,120.07,300.7
28,1,1.9263,362.03,48.09,120.07,300.7
28,2,1.9271,362.03,48.09,120.07,300.7
28,3,1.9739,362.03,48.09,120.07,300.7
28,4,1.9274,362.03,48.09,120.07,300.7
28,5,1.8524,362.03,48.09,120.07,300.7
28,6,1.9535,362.03,48.09,120.07,300.7
28,7,1.8476,362.03,48.09,120.07,300.7
28,8,1.8519,362.03,48.09,120.07,300.7
28,9,1.8694,362.03,48.09,120.07,300.7
28,10,1.8782,362.03,48.09,120.07,300.7
28,11,1.9267,362.03,48.09,120.07,300.7
28,12,1.9004,362.03,48.09,120.07,300.7
28,13,1.8698,362.03,48.09,120.07,300.7
28,14,1.8212,362.03,48.09,120.07,300.7
28,15,1.8086,362.03,48.09,120.07,300.7
28,16,1.8755,362.03,48.09,120.07,300.7
28,17,1.865,362.03,48.09,120.07,300.7
28,18,1.7982,362.03,48.09,120.07,300.7
28,19,1.7903,362.03,48.09,120.07,300.7
28,20,1.8244,362.03,48.09,120.07,300.7
28,21,1.7149,362.03,48.09,120.07,300.7
28,22,1.7795,362.03,48.09,120.07,300.7
28,23,1.8228,362.03,48.09,120.07,300.7
28,24,1.8425,362.03,48.09,120.07,300.7
28,25,1.7826,362.03,48.09,120.07,300.7
28,26,1.8146,362.03,48.09,120.07,300.7
28,27,1.8082,362.03,48.09,120.07,300.7
28,28,1.8371,362.03,48.09,120.07,300.7
28,29,1.7317,362.03,48.09,120.07,300.7
28,30,1.8252,362.03,48.09,120.07,300.7
28,31,1.6415,362.03,48.09,120.07,300.7
28,32,1.5783,362.03,48.09,120.07,300.7
28,33,1.6896,362.03,48.09,120.07,300.7
28,34,1.672,362.03,48.09,120.07,300.7
28,35,1.7726,362.03,48.09,120.07,300.7
28,36,1.7601,362.03,48.09,120.07,300.7
28,37,1.657,362.03,48.09,120.07,300.7
28,38,1.7701,362.03,48.09,120.07,300.7
28,39,1.6673,362.03,48.09,120.07,300.7
28,40,1.7179,362.03,48.09,120.07,300.7
28,41,1.7082,362.03,48.09,120.07,300.7
28,42,1.7298,362.03,48.09,120.07,300.7
28,43,1.7014,362.03,48.09,120.07,300.7
28,44,1.6876,362.03,48.09,120.07,300.7
28,45,1.676,362.03,48.09,120.07,300.7
28,46,1.6909,362.03,48.09,120.07,300.7
28,47,1.6841,362.03,48.09,120.07,300.7
28,48,1.6206,362.03,48.09,120.07,300.7
29,0,2.0675,362.3,48.28,119.85,300.9
29,1,1.9974,362.3,48.28,119.85,300.9
29,2,2.0004,362.3,48.28,119.85,300.9
29,3,2.0465,362.3,48.28,119.85,300.9
29,4,1.9979,362.3,48.28,119.85,300.9
29,5,1.9203,362.3,48.28,119.85,300.9
29,6,2.0252,362.3,48.28,119.85,300.9
29,7,1.9145,362.3,48.28,119.85,300.9
29,8,1.9189,362.3,48.28,119.85,300.9
29,9,1.9393,362.3,48.28,119.85,300.9
29,10,1.9438,362.3,48.28,119.85,300.9
29,11,1.9994,362.3,48.28,119.85,300.9
29,12,1.9686,362.3,48.28,119.85,300.9
29,13,1.9384,362.3,48.28,119.85,300.9
29,14,1.8885,362.3,48.28,119.85,300.9
29,15,1.8744,362.3,48.28,119.85,300.9
29,16,1.9463,362.3,48.28,119.85,300.9
29,17,1.9373,362.3,48.28,119.85,300.9
29,18,1.8651,362.3,48.28,119.85,300.9
29,19,1.8565,362.3,48.28,119.85,300.9
29,20,1.8919,362.3,48.28,119.85,300.9
29,21,1.7772,362.3,48.28,119.85,300.9
29,22,1.8449,362.3,48.28,119.85,300.9
29,23,1.888,362.3,48.28,119.85,300.9
29,24,1.9107,362.3,48.28,119.85,300.9
29,25,1.8484,362.3,48.28,119.85,300.9
29,26,1.8833,362.3,48.28,119.85,300.9
29,27,1.8771,362.3,48.28,119.85,300.9
29,28,1.906,362.3,48.28,119.85,300.9
29,29,1.7962,362.3,48.28,119.85,300.9
29,30,1.8935,362.3,48.28,119.85,300.9
29,31,1.701,362.3,48.28,119.85,300.9
29,32,1.6374,362.3,48.28,119.85,300.9
29,33,1.754,362.3,48.28,119.85,300.9
29,34,1.7347,362.3,48.28,119.85,300.9
29,35,1.8357,362.3,48.28,119.85,300.9
29,36,1.8255,362.3,48.28,119.85,300.9
29,37,1.7165,362.3,48.28,119.85,300.9
29,38,1.8372,362.3,48.28,119.85,300.9
29,39,1.7303,362.3,48.28,119.85,300.9
29,40,1.7809,362.3,48.28,119.85,300.9
29,41,1.7715,362.3,48.28,119.85,300.9
29,42,1.7961,362.3,48.28,119.85,300.9
29,43,1.7614,362.3,48.28,119.85,300.9
29,44,1.7541,362.3,48.28,119.85,300.9
29,45,1.7372,362.3,48.28,119.85,300.9
29,46,1.754,362.3,48.28,119.85,300.9
29,47,1.7444,362.3,48.28,119.85,300.9
29,48,1.6815,362.3,48.28,119.85,300.9
30,0,2.1434,362.09,48.43,119.81,302.0
30,1,2.066,362.09,48.43,119.81,302.0
30,2,2.0708,362.09,48.43,119.81,302.0
30,3,2.1203,362.09,48.43,119.81,302.0
30,4,2.0694,362.09,48.43,119.81,302.0
30,5,1.9888,362.09,48.43,119.81,302.0
30,6,2.0966,362.09,48.43,119.81,302.0
30,7,1.986,362.09,48.43,119.81,302.0
30,8,1.9872,362.09,48.43,119.81,302.0
30,9,2.0074,362.09,48.43,119.81,302.0
30,10,2.0149,362.09,48.43,119.81,302.0
30,11,2.0691,362.09,48.43,119.81,302.0
30,12,2.0385,362.09,48.43,119.81,302.0
30,13,2.0058,362.09,48.43,119.81,302.0
30,14,1.9555,362.09,48.43,119.81,302.0
30,15,1.9395,362.09,48.43,119.81,302.0
30,16,2.0134,362.09,48.43,119.81,302.0
30,17,2.0044,362.09,48.43,119.81,302.0
30,18,1.9304,362.09,48.43,119.81,302.0
30,19,1.9214,362.09,48.43,119.81,302.0
30,20,1.9582,362.09,48.43,119.81,302.0
30,21,1.8408,362.09,48.43,119.81,302.0
30,22,1.9082,362.09,48.43,119.81,302.0
30,23,1.9552,362.09,48.43,119.81,302.0
30,24,1.978,362.09,48.43,119.81,302.0
30,25,1.9141,362.09,48.43,119.81,302.0
30,26,1.9485,362.09,48.43,119.81,302.0
30,27,1.9423,362.09,48.43,119.81,302.0
30,28,1.9732,362.09,48.43,119.81,302.0
30,29,1.8643,362.09,48.43,119.81,302.0
30,30,1.9594,362.09,48.43,119.81,302.0
30,31,1.7616,362.09,48.43,119.81,302.0
30,32,1.6957,362.09,48.43,119.81,302.0
30,33,1.8142,362.09,48.43,119.81,302.0
30,34,1.7971,362.09,48.43,119.81,302.0
30,35,1.9028,362.09,48.43,119.81,302.0
30,36,1.889,362.09,48.43,119.81,302.0
30,37,1.7793,362.09,48.43,119.81,302.0
30,38,1.9013,362.09,48.43,119.81,302.0
30,39,1.793,362.09,48.43,119.81,302.0
30,40,1.8451,362.09,48.43,119.81,302.0
30,41,1.835,362.09,48.43,119.81,302.0
30,42,1.8574,362.09,48.43,119.81,302.0
30,43,1.8243,362.09,48.43,119.81,302.0
30,44,1.8161,362.09,48.43,119.81,302.0
30,45,1.7985,362.09,48.43,119.81,302.0
30,46,1.8154,362.09,48.43,119.81,302.0
30,47,1.8071,362.09,48.43,119.81,302.0
30,48,1.7404,362.09,48.43,119.81,302.0
31,0,2.2161,362.62,48.14,120.01,300.7
31,1,2.1373,362.62,48.14,120.01,300.7
31,2,2.143,362.62,48.14,120.01,300.7
31,3,2.1918,362.62,48.14,120.01,300.7
31,4,2.1431,362.62,48.14,120.01,300.7
31,5,2.0579,362.62,48.14,120.01,300.7
31,6,2.17,362.62,48.14,120.01,300.7
31,7,2.0524,362.62,48.14,120.01,300.7
31,8,2.0558,362.62,48.14,120.01,300.7
31,9,2.0767,362.62,48.14,120.01,300.7
31,10,2.0825,362.62,48.14,120.01,300.7
31,11,2.1394,362.62,48.14,120.01,300.7
31,12,2.1095,362.62,48.14,120.01,300.7
31,13,2.0762,362.62,48.14,120.01,300.7
31,14,2.0246,362.62,48.14,120.01,300.7
31,15,2.0086,362.62,48.14,120.01,300.7
31,16,2.0841,362.62,48.14,120.01,300.7
31,17,2.0748,362.62,48.14,120.01,300.7
31,18,1.9964,362.62,48.14,120.01,300.7
31,19,1.9873,362.62,48.14,120.01,300.7
31,20,2.0268,362.62,48.14,120.01,300.7
31,21,1.9031,362.62,48.14,120.01,300.7
31,22,1.975,362.62,48.14,120.01,300.7
31,23,2.0233,362.62,48.14,120.01,300.7
31,24,2.0464,362.62,48.14,120.01,300.7
31,25,1.9774,362.62,48.14,120.01,300.7
31,26,2.0166,362.62,48.14,120.01,300.7
31,27,2.0073,362.62,48.14,120.01,300.7
31,28,2.0427,362.62,48.14,120.01,300.7
31,29,1.9257,362.62,48.14,120.01,300.7
31,30,2.027,362.62,48.14,120.01,300.7
31,31,1.8213,362.62,48.14,120.01,300.7
31,32,1.7552,362.62,48.14,120.01,300.7
31,33,1.8769,362.62,48.14,120.01,300.7
31,34,1.8583,362.62,48.14,120.01,300.7
31,35,1.9677,362.62,48.14,120.01,300.7
31,36,1.955,362.62,48.14,120.01,300.7
31,37,1.8384,362.62,48.14,120.01,300.7
31,38,1.9663,362.62,48.14,120.01,300.7
31,39,1.8528,362.62,48.14,120.01,300.7
31,40,1.9122,362.62,48.14,120.01,300.7
31,41,1.8964,362.62,48.14,120.01,300.7
31,42,1.9211,362.62,48.14,120.01,300.7
31,43,1.8901,362.62,48.14,120.01,300.7
31,44,1.878,362.62,48.14,120.01,300.7
31,45,1.8607,362.62,48.14,120.01,300.7
31,46,1.8779,362.62,48.14,120.01,300.7
31,47,1.8699,362.62,48.14,120.01,300.7
31,48,1.8002,362.62,48.14,120.01,300.7
32,0,2.29,362.43,48.39,119.91,300.0
32,1,2.2103,362.43,48.39,119.91,300.0
32,2,2.2124,362.43,48.39,119.91,300.0
32,3,2.265,362.43,48.39,119.91,300.0
32,4,2.2115,362.43,48.39,119.91,300.0
32,5,2.1252,362.43,48.39,119.91,300.0
32,6,2.2408,362.43,48.39,119.91,300.0
32,7,2.1227,362.43,48.39,119.91,300.0
32,8,2.1263,362.43,48.39,119.91,300.0
32,9,2.1483,362.43,48.39,119.91,300.0
32,10,2.153,362.43,48.39,119.91,300.0
32,11,2.211,362.43,48.39,119.91,300.0
32,12,2.1789,362.43,48.39,119.91,300.0
32,13,2.147,362.43,48.39,119.91,300.0
32,14,2.0902,362.43,48.39,119.91,300.0
32,15,2.074,362.43,48.39,119.91,300.0
32,16,2.1534,362.43,48.39,119.91,300.0
32,17,2.145,362.43,48.39,119.91,300.0
32,18,2.062,362.43,48.39,119.91,300.0
32,19,2.0548,362.43,48.39,119.91,300.0
32,20,2.0953,362.43,48.39,119.91,300.0
32,21,1.9685,362.43,48.39,119.91,300.0
32,22,2.0412,362.43,48.39,119.91,300.0
32,23,2.0898,362.43,48.39,119.91,300.0
32,24,2.1155,362.43,48.39,119.91,300.0
32,25,2.045,362.43,48.39,119.91,300.0
32,26,2.0816,362.43,48.39,119.91,300.0
32,27,2.0765,362.43,48.39,119.91,300.0
32,28,2.1102,362.43,48.39,119.91,300.0
32,29,1.9884,362.43,48.39,119.91,300.0
32,30,2.0949,362.43,48.39,119.91,300.0
32,31,1.8819,362.43,48.39,119.91,300.0
32,32,1.8124,362.43,48.39,119.91,300.0
32,33,1.9397,362.43,48.39,119.91,300.0
32,34,1.9195,362.43,48.39,119.91,300.0
32,35,2.0326,362.43,48.39,119.91,300.0
32,36,2.0206,362.43,48.39,119.91,300.0
32,37,1.9009,362.43,48.39,119.91,300.0
32,38,2.0317,362.43,48.39,119.91,300.0
32,39,1.9148,362.43,48.39,119.91,300.0
32,40,1.9733,362.43,48.39,119.91,300.0
32,41,1.9596,362.43,48.39,119.91,300.0
32,42,1.9864,362.43,48.39,119.91,300.0
32,43,1.9521,362.43,48.39,119.91,300.0
32,44,1.9415,362.43,48.39,119.91,300.0
32,45,1.9237,362.43,48.39,119.91,300.0
32,46,1.9399,362.43,48.39,119.91,300.0
32,47,1.9315,362.43,48.39,119.91,300.0
32,48,1.8625,362.43,48.39,119.91,300.0
33,0,2.3637,362.04,48.16,119.9,300.4
33,1,2.2802,362.04,48.16,119.9,300.4
33,2,2.2862,362.04,48.16,119.9,300.4
33,3,2.337,362.04,48.16,119.9,300.4
33,4,2.2837,362.04,48.16,119.9,300.4
33,5,2.1955,362.04,48.16,119.9,300.4
33,6,2.3157,362.04,48.16,119.9,300.4
33,7,2.1894,362.04,48.16,119.9,300.4
33,8,2.194,362.04,48.16,119.9,300.4
33,9,2.2151,362.04,48.16,119.9,300.4
33,10,2.2209,362.04,48.16,119.9,300.4
33,11,2.2823,362.04,48.16,119.9,300.4
33,12,2.249,362.04,48.16,119.9,300.4
33,13,2.2141,362.04,48.16,119.9,300.4
33,14,2.1588,362.04,48.16,119.9,300.4
33,15,2.1413,362.04,48.16,119.9,300.4
33,16,2.2247,362.04,48.16,119.9,300.4
33,17,2.2128,362.04,48.16,119.9,300.4
33,18,2.1322,362.04,48.16,119.9,300.4
33,19,2.1197,362.04,48.16,119.9,300.4
33,20,2.1623,362.04,48.16,119.9,300.4
33,21,2.0325,362.04,48.16,119.9,300.4
33,22,2.108,362.04,48.16,119.9,300.4
33,23,2.1585,362.04,48.16,119.9,300.4
33,24,2.1847,362.04,48.16,119.9,300.4
33,25,2.1128,362.04,48.16,119.9,300.4
33,26,2.1507,362.04,48.16,119.9,300.4
33,27,2.143,362.04,48.16,119.9,300.4
33,28,2.1784,362.04,48.16,119.9,300.4
33,29,2.0539,362.04,48.16,119.9,300.4
33,30,2.163,362.04,48.16,119.9,300.4
33,31,1.9453,362.04,48.16,119.9,300.4
33,32,1.8711,362.04,48.16,119.9,300.4
33,33,2.0043,362.04,48.16,119.9,300.4
33,34,1.9819,362.04,48.16,119.9,300.4
33,35,2.099,362.04,48.16,119.9,300.4
33,36,2.0862,362.04,48.16,119.9,300.4
33,37,1.9625,362.04,48.16,119.9,300.4
33,38,2.0965,362.04,48.16,119.9,300.4
33,39,1.9761,362.04,48.16,119.9,300.4
33,40,2.0368,362.04,48.16,119.9,300.4
33,41,2.0223,362.04,48.16,119.9,300.4
33,42,2.0497,362.04,48.16,119.9,300.4
33,43,2.0127,362.04,48.16,119.9,300.4
33,44,2.0027,362.04,48.16,119.9,300.4
33,45,1.9843,362.04,48.16,119.9,300.4
33,46,2.0035,362.04,48.16,119.9,300.4
33,47,1.9918,362.04,48.16,119.9,300.4
33,48,1.9199,362.04,48.16,119.9,300.4
34,0,2.4381,362.36,48.47,119.79,299.7
34,1,2.3525,362.36,48.47,119.79,299.7
34,2,2.3562,362.36,48.47,119.79,299.7
34,3,2.4105,362.36,48.47,119.79,299.7
34,4,2.3552,362.36,48.47,119.79,299.7
34,5,2.263,362.36,48.47,119.79,299.7
34,6,2.3839,362.36,48.47,119.79,299.7
34,7,2.2577,362.36,48.47,119.79,299.7
34,8,2.2599,362.36,48.47,119.79,299.7
34,9,2.2855,362.36,48.47,119.79,299.7
34,10,2.2928,362.36,48.47,119.79,299.7
34,11,2.3538,362.36,48.47,119.79,299.7
34,12,2.3213,362.36,48.47,119.79,299.7
34,13,2.2863,362.36,48.47,119.79,299.7
34,14,2.2262,362.36,48.47,119.79,299.7
34,15,2.2095,362.36,48.47,119.79,299.7
34,16,2.2933,362.36,48.47,119.79,299.7
34,17,2.2813,362.36,48.47,119.79,299.7
34,18,2.1951,362.36,48.47,119.79,299.7
34,19,2.1857,362.36,48.47,119.79,299.7
34,20,2.2287,362.36,48.47,119.79,299.7
34,21,2.0934,362.36,48.47,119.79,299.7
34,22,2.1729,362.36,48.47,119.79,299.7
34,23,2.226,362.36,48.47,119.79,299.7
34,24,2.2526,362.36,48.47,119.79,299.7
34,25,2.1768,362.36,48.47,119.79,299.7
34,26,2.2217,362.36,48.47,119.79,299.7
34,27,2.2084,362.36,48.47,119.79,299.7
34,28,2.245,362.36,48.47,119.79,299.7
34,29,2.1193,362.36,48.47,119.79,299.7
34,30,2.2339,362.36,48.47,119.79,299.7
34,31,2.0032,362.36,48.47,119.79,299.7
34,32,1.9317,362.36,48.47,119.79,299.7
34,33,2.0643,362.36,48.47,119.79,299.7
34,34,2.0457,362.36,48.47,119.79,299.7
34,35,2.165,362.36,48.47,119.79,299.7
34,36,2.1529,362.36,48.47,119.79,299.7
34,37,2.0258,362.36,48.47,119.79,299.7
34,38,2.1623,362.36,48.47,119.79,299.7
34,39,2.0416,362.36,48.47,119.79,299.7
34,40,2.0991,362.36,48.47,119.79,299.7
34,41,2.0859,362.36,48.47,119.79,299.7
34,42,2.1155,362.36,48.47,119.79,299.7
34,43,2.0773,362.36,48.47,119.79,299.7
34,44,2.0653,362.36,48.47,119.79,299.7
34,45,2.0466,362.36,48.47,119.79,299.7
34,46,2.0671,362.36,48.47,119.79,299.7
34,47,2.0555,362.36,48.47,119.79,299.7
34,48,1.9801,362.36,48.47,119.79,299.7
35,0,2.5098,362.41,48.3,120.08,300.3
35,1,2.4236,362.41,48.3,120.08,300.3
35,2,2.4272,362.41,48.3,120.08,300.3
35,3,2.4855,362.41,48.3,120.08,300.3
35,4,2.425,362.41,48.3,120.08,300.3
35,5,2.3324,362.41,48.3,120.08,300.3
35,6,2.4575,362.41,48.3,120.08,300.3
35,7,2.3282,362.41,48.3,120.08,300.3
35,8,2.3312,362.41,48.3,120.08,300.3
35,9,2.3537,362.41,48.3,120.08,300.3
35,10,2.3621,362.41,48.3,120.08,300.3
35,11,2.4257,362.41,48.3,120.08,300.3
35,12,2.3916,362.41,48.3,120.08,300.3
35,13,2.3531,362.41,48.3,120.08,300.3
35,14,2.2951,362.41,48.3,120.08,300.3
35,15,2.2753,362.41,48.3,120.08,300.3
35,16,2.3601,362.41,48.3,120.08,300.3
35,17,2.3502,362.41,48.3,120.08,300.3
35,18,2.2644,362.41,48.3,120.08,300.3
35,19,2.254,362.41,48.3,120.08,300.3
35,20,2.2969,362.41,48.3,120.08,300.3
35,21,2.1592,362.41,48.3,120.08,300.3
35,22,2.238,362.41,48.3,120.08,300.3
35,23,2.2945,362.41,48.3,120.08,300.3
35,24,2.321,362.41,48.3,120.08,300.3
35,25,2.2423,362.41,48.3,120.08,300.3
35,26,2.2867,362.41,48.3,120.08,300.3
35,27,2.2784,362.41,48.3,120.08,300.3
35,28,2.3132,362.41,48.3,120.08,300.3
35,29,2.1827,362.41,48.3,120.08,300.3
35,30,2.2998,362.41,48.3,120.08,300.3
35,31,2.0657,362.41,48.3,120.08,300.3
35,32,1.988,362.41,48.3,120.08,300.3
35,33,2.1274,362.41,48.3,120.08,300.3
35,34,2.106,362.41,48.3,120.08,300.3
35,35,2.231,362.41,48.3,120.08,300.3
35,36,2.2164,362.41,48.3,120.08,300.3
35,37,2.0855,362.41,48.3,120.08,300.3
35,38,2.2272,362.41,48.3,120.08,300.3
35,39,2.0994,362.41,48.3,120.08,300.3
35,40,2.1646,362.41,48.3,120.08,300.3
35,41,2.1483,362.41,48.3,120.08,300.3
35,42,2.1781,362.41,48.3,120.08,300.3
35,43,2.1407,362.41,48.3,120.08,300.3
35,44,2.128,362.41,48.3,120.08,300.3
35,45,2.1086,362.41,48.3,120.08,300.3
35,46,2.1311,362.41,48.3,120.08,300.3
35,47,2.1178,362.41,48.3,120.08,300.3
35,48,2.0407,362.41,48.3,120.08,300.3
36,0,2.5863,361.92,48.28,120.04,300.6
36,1,2.4955,361.92,48.28,120.04,300.6
36,2,2.4981,361.92,48.28,120.04,300.6
36,3,2.5573,361.92,48.28,120.04,300.6
36,4,2.4987,361.92,48.28,120.04,300.6
36,5,2.4013,361.92,48.28,120.04,300.6
36,6,2.5305,361.92,48.28,120.04,300.6
36,7,2.3955,361.92,48.28,120.04,300.6
36,8,2.3995,361.92,48.28,120.04,300.6
36,9,2.4242,361.92,48.28,120.04,300.6
36,10,2.4322,361.92,48.28,120.04,300.6
36,11,2.4982,361.92,48.28,120.04,300.6
36,12,2.4618,361.92,48.28,120.04,300.6
36,13,2.4215,361.92,48.28,120.04,300.6
36,14,2.3609,361.92,48.28,120.04,300.6
36,15,2.3422,361.92,48.28,120.04,300.6
36,16,2.4332,361.92,48.28,120.04,300.6
36,17,2.4204,361.92,48.28,120.04,300.6
36,18,2.3301,361.92,48.28,120.04,300.6
36,19,2.3175,361.92,48.28,120.04,300.6
36,20,2.363,361.92,48.28,120.04,300.6
36,21,2.2241,361.92,48.28,120.04,300.6
36,22,2.3043,361.92,48.28,120.04,300.6
36,23,2.3602,361.92,48.28,120.04,300.6
36,24,2.3897,361.92,48.28,120.04,300.6
36,25,2.3097,361.92,48.28,120.04,300.6
36,26,2.3564,361.92,48.28,120.04,300.6
36,27,2.3455,361.92,48.28,120.04,300.6
36,28,2.3827,361.92,48.28,120.04,300.6
36,29,2.247,361.92,48.28,120.04,300.6
36,30,2.3673,361.92,48.28,120.04,300.6
36,31,2.1258,361.92,48.28,120.04,300.6
36,32,2.0456,361.92,48.28,120.04,300.6
36,33,2.1915,361.92,48.28,120.04,300.6
36,34,2.1689,361.92,48.28,120.04,300.6
36,35,2.2936,361.92,48.28,120.04,300.6
36,36,2.2806,361.92,48.28,120.04,300.6
36,37,2.1461,361.92,48.28,120.04,300.6
36,38,2.2953,361.92,48.28,120.04,300.6
36,39,2.1624,361.92,48.28,120.04,300.6
36,40,2.2292,361.92,48.28,120.04,300.6
36,41,2.2113,361.92,48.28,120.04,300.6
36,42,2.241,361.92,48.28,120.04,300.6
36,43,2.2053,361.92,48.28,120.04,300.6
36,44,2.1907,361.92,48.28,120.04,300.6
36,45,2.1697,361.92,48.28,120.04,300.6
36,46,2.1916,361.92,48.28,120.04,300.6
36,47,2.1792,361.92,48.28,120.04,300.6
36,48,2.1017,361.92,48.28,120.04,300.6
37,0,2.6593,362.71,47.87,119.9,300.0
37,1,2.5673,362.71,47.87,119.9,300.0
37,2,2.5711,362.71,47.87,119.9,300.0
37,3,2.6301,362.71,47.87,119.9,300.0
37,4,2.5687,362.71,47.87,119.9,300.0
37,5,2.4675,362.71,47.87,119.9,300.0
